Learner ID,Solution ID,Solution Code,Tests Passed,Total Tests,Submitted Time,Correct,% Score
ea5fad46ba253aa7d6d40d3b1d42db1443fe6628,92c16c88-fee1-4a27-88a6-088d99d65f64,"wn = 50;
zeta = 0.5;
sys = tf(wn*wn, [1 2*zeta*wn wn*wn])
poles = pole(sys)

% why didn't using the poles work?
% Compute the values below:
wr = (2*zeta*wn)-(wn*wn) % resonant frequency in units of rad/sec
Mr = 20*log10(abs(poles(1)*zeta))  % peak amplitude in units of decibels
wb = 0 % bandwidth in units of rad/sec",1,4,05/03/2024  01:55 AM UTC,false,0.000000
8178a65179c5cbe6ff06243263c0641ceb1c1dd0,af20a6df-976c-494f-bd6a-13b6ab6af59a,"wn = 50;
zeta = 0.5;

% Set up transfer function

syms s
G(s) = wn^2 / ( s^2 + 2*zeta*wn*s + wn^2 )


%% Make bode plot without using bode function

% omega (w) is frequencies

w = 2 * pi * logspace(-2, 2, 300);

% s = j*w

magnitude = abs(   G( 1 * j * w )   );
magnitude_in_dB = 20 * log10( magnitude );

phase = angle( G( 1 * j * w) );
phase_in_deg = rad2deg( phase );



%% Find resonant frequency and resonant amplitude values

[val1, loc1] = max(magnitude_in_dB);

val1 = double(val1);

disp('Resonant Frequency:');
disp( w(loc1) )

disp('Resonant Amplitude:');
disp(val1)



%% Find bandwidth frequency, where magnitude = -3 dB

mag_modified = round( double(magnitude_in_dB), 0);

[val2] = find(mag_modified == -3);
loc2 = w(val2);

disp('Bandwidth frequency:');
disp( loc2(1) )



%% Plot

subplot(2, 1, 1)
semilogx(w, magnitude_in_dB);
ylim([-50, 10])
title('Magnitude [db]');

hold on

plot( w(loc1), val1, 'ro');
plot( loc2(1), -3, 'ko');

legend('Bode Plot', 'Resonance', 'Bandwidth', 'Location', 'southwest');

hold off

subplot(2, 1, 2);
semilogx(w, phase_in_deg);
ylim([-200, 10])
title('Phase [deg]');



%% Compute the values below:


% For this transfer function and Bode plot:
% 
% wr = 35.8123
% Mr =  1.2484
% wb = 62.3498
% 
% wn = 50.0
% zt =  0.5



% Resonant frequency in units of rad/sec

wr = 10^ ( sqrt(wn) * zeta^2 )



% Peak amplitude in units of decibels
% 
% Mr = log10( wr )

Mr = 1 * sqrt(zeta)


% Bandwidth in units of rad/sec

wb = 10^ ( sqrt(wn) * zeta^2 )

",1,4,05/03/2024  01:55 AM UTC,false,0.000000
ea5fad46ba253aa7d6d40d3b1d42db1443fe6628,44771caa-53a9-4222-b5ff-5bf05fe24d50,"wn = 50;
zeta = 0.5;
sys = tf(wn*wn, [1 2*zeta*wn wn*wn])
poles = pole(sys)

% why didn't using the poles work?
% Compute the values below:
wr = (2*zeta*wn)-(wn*wn) % resonant frequency in units of rad/sec
Mr = 20*log10(abs(poles(1)))  % peak amplitude in units of decibels
wb = 0 % bandwidth in units of rad/sec",1,4,05/03/2024  01:55 AM UTC,false,0.000000
ea5fad46ba253aa7d6d40d3b1d42db1443fe6628,73dacf9b-f5db-477e-9cc9-34a33fc1281f,"wn = 50;
zeta = 0.5;
sys = tf(wn*wn, [1 2*zeta*wn wn*wn])
poles = pole(sys)

% Compute the values below:
wr = (2*zeta*wn)-(wn*wn) % resonant frequency in units of rad/sec
Mr = 20*log10(abs(wr))  % peak amplitude in units of decibels
wb = 0 % bandwidth in units of rad/sec",1,4,05/03/2024  01:54 AM UTC,false,0.000000
8178a65179c5cbe6ff06243263c0641ceb1c1dd0,aa0adc6e-842a-4fef-baab-f11b0eb9c8fe,"wn = 50;
zeta = 0.5;

% Set up transfer function

syms s
G(s) = wn^2 / ( s^2 + 2*zeta*wn*s + wn^2 )


%% Make bode plot without using bode function

% omega (w) is frequencies

w = 2 * pi * logspace(-2, 2, 300);

% s = j*w

magnitude = abs(   G( 1 * j * w )   );
magnitude_in_dB = 20 * log10( magnitude );

phase = angle( G( 1 * j * w) );
phase_in_deg = rad2deg( phase );



%% Find resonant frequency and resonant amplitude values

[val1, loc1] = max(magnitude_in_dB);

val1 = double(val1);

disp('Resonant Frequency:');
disp( w(loc1) )

disp('Resonant Amplitude:');
disp(val1)



%% Find bandwidth frequency, where magnitude = -3 dB

mag_modified = round( double(magnitude_in_dB), 0);

[val2] = find(mag_modified == -3);
loc2 = w(val2);

disp('Bandwidth frequency:');
disp( loc2(1) )



%% Plot

subplot(2, 1, 1)
semilogx(w, magnitude_in_dB);
ylim([-50, 10])
title('Magnitude [db]');

hold on

plot( w(loc1), val1, 'ro');
plot( loc2(1), -3, 'ko');

legend('Bode Plot', 'Resonance', 'Bandwidth', 'Location', 'southwest');

hold off

subplot(2, 1, 2);
semilogx(w, phase_in_deg);
ylim([-200, 10])
title('Phase [deg]');



%% Compute the values below:


% For this transfer function and Bode plot:
% 
% wr = 35.8123
% Mr =  1.2484
% wb = 62.3498
% 
% wn = 50.0
% zt =  0.5



% Resonant frequency in units of rad/sec

wr = 10^ ( sqrt(wn) * zeta^2 )



% Peak amplitude in units of decibels
% 
% Mr = log10( wr )

Mr = 2 * sqrt(zeta)


% Bandwidth in units of rad/sec

wb = 10^ ( sqrt(wn) * zeta^2 )

",1,4,05/03/2024  01:52 AM UTC,false,0.000000
8178a65179c5cbe6ff06243263c0641ceb1c1dd0,03c9468c-3f3c-4b25-92f7-62f57cfad9cb,"wn = 50;
zeta = 0.5;

% Set up transfer function

syms s
G(s) = wn^2 / ( s^2 + 2*zeta*wn*s + wn^2 )


%% Make bode plot without using bode function

% omega (w) is frequencies

w = 2 * pi * logspace(-2, 2, 300);

% s = j*w

magnitude = abs(   G( 1 * j * w )   );
magnitude_in_dB = 20 * log10( magnitude );

phase = angle( G( 1 * j * w) );
phase_in_deg = rad2deg( phase );



%% Find resonant frequency and resonant amplitude values

[val1, loc1] = max(magnitude_in_dB);

val1 = double(val1);

disp('Resonant Amplitude:');
disp(val1)

disp('Resonant Frequency:');
disp( w(loc1) )



%% Find bandwidth frequency, where magnitude = -3 dB

mag_modified = round( double(magnitude_in_dB), 0);

[val2] = find(mag_modified == -3);
loc2 = w(val2);

disp('Bandwidth frequency:');
disp( loc2(1) )



%% Plot

subplot(2, 1, 1)
semilogx(w, magnitude_in_dB);
ylim([-50, 10])
title('Magnitude [db]');

hold on

plot( w(loc1), val1, 'ro');
plot( loc2(1), -3, 'ko');

legend('Bode Plot', 'Resonance', 'Bandwidth', 'Location', 'southwest');

hold off

subplot(2, 1, 2);
semilogx(w, phase_in_deg);
ylim([-200, 10])
title('Phase [deg]');



%% Compute the values below:


% For this transfer function:
% 
% wr = 35.8123
% Mr =  1.2484
% wb = 62.3498
% 
% wn = 50.0
% zt =  0.5



% Peak amplitude in units of decibels
% 
% Mr = log10( wr )

%Mr = sqrt(wn) * zeta^2
Mr = (10 ^ zeta) / 2


% Resonant frequency in units of rad/sec

wr = 10^ ( sqrt(wn) * zeta^2 )



% Bandwidth in units of rad/sec

wb = 10^ ( sqrt(wn) * zeta^2 )

",1,4,05/03/2024  01:50 AM UTC,false,0.000000
8178a65179c5cbe6ff06243263c0641ceb1c1dd0,bba8cc74-9396-4530-b8bb-1a3ffcd5e38e,"wn = 50;
zeta = 0.5;

% Set up transfer function

syms s
G(s) = wn^2 / ( s^2 + 2*zeta*wn*s + wn^2 )


%% Make bode plot without using bode function

% omega (w) is frequencies

w = 2 * pi * logspace(-2, 2, 300);

% s = j*w

magnitude = abs(   G( 1 * j * w )   );
magnitude_in_dB = 20 * log10( magnitude );

phase = angle( G( 1 * j * w) );
phase_in_deg = rad2deg( phase );



%% Find resonant frequency and resonant amplitude values

[val1, loc1] = max(magnitude_in_dB);

val1 = double(val1);

disp('Resonant Amplitude:');
disp(val1)

disp('Resonant Frequency:');
disp( w(loc1) )



%% Find bandwidth frequency, where magnitude = -3 dB

mag_modified = round( double(magnitude_in_dB), 0);

[val2] = find(mag_modified == -3);
loc2 = w(val2);

disp('Bandwidth frequency:');
disp( loc2(1) )



%% Plot

subplot(2, 1, 1)
semilogx(w, magnitude_in_dB);
ylim([-50, 10])
title('Magnitude [db]');

hold on

plot( w(loc1), val1, 'ro');
plot( loc2(1), -3, 'ko');

legend('Bode Plot', 'Resonance', 'Bandwidth', 'Location', 'southwest');

hold off

subplot(2, 1, 2);
semilogx(w, phase_in_deg);
ylim([-200, 10])
title('Phase [deg]');



%% Compute the values below:


% For this transfer function:
% 
% wr = 35.8123
% Mr =  1.2484
% wb = 62.3498
% 
% wn = 50.0
% zt =  0.5



% Peak amplitude in units of decibels
% 
% Mr = log10( wr )

%Mr = sqrt(wn) * zeta^2
Mr = 10^zeta / 2


% Resonant frequency in units of rad/sec

wr = 10^ ( sqrt(wn) * zeta^2 )



% Bandwidth in units of rad/sec

wb = 10^ ( sqrt(wn) * zeta^2 )

",1,4,05/03/2024  01:49 AM UTC,false,0.000000
ea5fad46ba253aa7d6d40d3b1d42db1443fe6628,563e0b39-21f2-4e47-b2e3-cb153ac81d82,"wn = 50;
zeta = 0.5;
sys = tf(wn*wn, [1 2*zeta*wn wn*wn])
poles = pole(sys)

% Compute the values below:
wr = zeta/(2 * sqrt(wn)) % resonant frequency in units of rad/sec
Mr = 20*log10(abs(wr))  % peak amplitude in units of decibels
wb = 0 % bandwidth in units of rad/sec",1,4,05/03/2024  01:48 AM UTC,false,0.000000
8178a65179c5cbe6ff06243263c0641ceb1c1dd0,e03c5215-9d74-4e2c-bc9c-5d9350924efc,"wn = 50;
zeta = 0.5;

% Set up transfer function

syms s
G(s) = wn^2 / ( s^2 + 2*zeta*wn*s + wn^2 )


%% Make bode plot without using bode function

% omega (w) is frequencies

w = 2 * pi * logspace(-2, 2, 300);

% s = j*w

magnitude = abs(   G( 1 * j * w )   );
magnitude_in_dB = 20 * log10( magnitude );

phase = angle( G( 1 * j * w) );
phase_in_deg = rad2deg( phase );



%% Find resonant frequency and resonant amplitude values

[val1, loc1] = max(magnitude_in_dB);

val1 = double(val1);

disp('Resonant Amplitude:');
disp(val1)

disp('Resonant Frequency:');
disp( w(loc1) )



%% Find bandwidth frequency, where magnitude = -3 dB

mag_modified = round( double(magnitude_in_dB), 0);

[val2] = find(mag_modified == -3);
loc2 = w(val2);

disp('Bandwidth frequency:');
disp( loc2(1) )



%% Plot

subplot(2, 1, 1)
semilogx(w, magnitude_in_dB);
ylim([-50, 10])
title('Magnitude [db]');

hold on

plot( w(loc1), val1, 'ro');
plot( loc2(1), -3, 'ko');

legend('Bode Plot', 'Resonance', 'Bandwidth', 'Location', 'southwest');

hold off

subplot(2, 1, 2);
semilogx(w, phase_in_deg);
ylim([-200, 10])
title('Phase [deg]');



%% Compute the values below:


% For this transfer function:
% 
% wr = 35.8123
% Mr =  1.2484
% wb = 62.3498
% 
% wn = 50.0
% zt =  0.5



% Resonant frequency in units of rad/sec

wr = 10^ ( sqrt(wn) * zeta^2 )


% Peak amplitude in units of decibels
% 
% Mr = log10( wr )

Mr = sqrt(wn) * zeta^2



% Bandwidth in units of rad/sec

wb = 10^ ( sqrt(wn) * zeta^2 )

",1,4,05/03/2024  01:47 AM UTC,false,0.000000
9a80eb1d38e3aeb8663e2fa613a2cef854d1f15e,a70db3c1-4497-4842-8ab6-24d62f2fef38,"wn = 50;
zeta = 0.5;

G = (wn^2)/((i*wn)^2 + 2*zeta*wn*i*wn + wn^2)
[w z p] = damp(G)
phase = angle(G)


% Compute the values below:
wr = phase % resonant frequency in units of rad/sec
Mr = 20*log10(abs(G)); % peak amplitude in units of decibels
wb = NaN %(-3dB freq) - (wr) % bandwidth in units of rad/sec",1,4,05/03/2024  01:47 AM UTC,false,0.000000
8178a65179c5cbe6ff06243263c0641ceb1c1dd0,96a13411-5f45-41e6-ba37-9b6a664173f1,"wn = 50;
zeta = 0.5;

% Set up transfer function

syms s
G(s) = wn^2 / ( s^2 + 2*zeta*wn*s + wn^2 )


%% Make bode plot without using bode function

% omega (w) is frequencies

w = 2 * pi * logspace(-2, 2, 300);

% s = j*w

magnitude = abs(   G( 1 * j * w )   );
magnitude_in_dB = 20 * log10( magnitude );

phase = angle( G( 1 * j * w) );
phase_in_deg = rad2deg( phase );



%% Find resonant frequency and resonant amplitude values

[val1, loc1] = max(magnitude_in_dB);

val1 = double(val1);

disp('Resonant Amplitude:');
disp(val1)

disp('Resonant Frequency:');
disp( w(loc1) )



%% Find bandwidth frequency, where magnitude = -3 dB

mag_modified = round( double(magnitude_in_dB), 0);

[val2] = find(mag_modified == -3);
loc2 = w(val2);

disp('Bandwidth frequency:');
disp( loc2(1) )



%% Plot

subplot(2, 1, 1)
semilogx(w, magnitude_in_dB);
ylim([-50, 10])
title('Magnitude [db]');

hold on

plot( w(loc1), val1, 'ro');
plot( loc2(1), -3, 'ko');

legend('Bode Plot', 'Resonance', 'Bandwidth', 'Location', 'southwest');

hold off

subplot(2, 1, 2);
semilogx(w, phase_in_deg);
ylim([-200, 10])
title('Phase [deg]');



%% Compute the values below:


% For this transfer function:
% 
% wr = 35.8123
% Mr =  1.2484
% wb = 62.3498
% 
% wn = 50.0
% zt =  0.5



% Resonant frequency in units of rad/sec

wr = 10^ ( sqrt(wn) * zeta^2 )


% Peak amplitude in units of decibels
% 
% Mr = log10( wr )

Mr = sqrt(wn) * zeta^2



% Bandwidth in units of rad/sec
wb = sqrt(wn * zeta)

",1,4,05/03/2024  01:46 AM UTC,false,0.000000
ea5fad46ba253aa7d6d40d3b1d42db1443fe6628,a2deac09-5b15-4373-8e7b-38fc9804018e,"wn = 50;
zeta = 0.5;
sys = tf(wn*wn, [1 2*zeta*wn wn*wn])
poles = pole(sys)

% Compute the values below:
wr = 1/(2 * sqrt(zeta*wn)) % resonant frequency in units of rad/sec
Mr = 20*log10(abs(wr))  % peak amplitude in units of decibels
wb = 0 % bandwidth in units of rad/sec",1,4,05/03/2024  01:43 AM UTC,false,0.000000
8178a65179c5cbe6ff06243263c0641ceb1c1dd0,30f2f091-e588-4141-9470-2897b2d78196,"wn = 50;
zeta = 0.5;

% Set up transfer function

syms s
G(s) = wn^2 / ( s^2 + 2*zeta*wn*s + wn^2 )


%% Make bode plot without using bode function

% omega (w) is frequencies

w = 2 * pi * logspace(-2, 2, 300);

% s = j*w

magnitude = abs(   G( 1 * j * w )   );
magnitude_in_dB = 20 * log10( magnitude );

phase = angle( G( 1 * j * w) );
phase_in_deg = rad2deg( phase );



%% Find resonant frequency and resonant amplitude values

[val1, loc1] = max(magnitude_in_dB);

val1 = double(val1);

disp('Resonant Amplitude:');
val1

disp('Resonant Frequency:');
w(loc1)



%% Find bandwidth frequency, where magnitude = -3 dB

mag_modified = round( double(magnitude_in_dB), 0);

[val2] = find(mag_modified == -3);
loc2 = w(val2);

disp('Bandwidth frequency:');
loc2(1)



%% Plot

subplot(2, 1, 1)
semilogx(w, magnitude_in_dB);
ylim([-50, 10])
title('Magnitude [db]');

hold on

plot( w(loc1), val1, 'ro');
plot( loc2(1), -3, 'ko');

legend('Bode Plot', 'Resonance', 'Bandwidth', 'Location', 'southwest');

hold off

subplot(2, 1, 2);
semilogx(w, phase_in_deg);
ylim([-200, 10])
title('Phase [deg]');



%% Compute the values below:


% For this transfer function:
% 
% wr = 35.8123
% Mr =  1.2484
% wb = 62.3498
% 
% wn = 50.0
% zt =  0.5



% Resonant frequency in units of rad/sec

wr = sqrt(wn * zeta)

syms x
eqn = val1 == log10(x)
double(solve(eqn, x))

% Peak amplitude in units of decibels
% 
% Mr = log10( wr )

Mr = sqrt(wn) * zeta^2



% Bandwidth in units of rad/sec
wb = sqrt(wn * zeta)

",1,4,05/03/2024  01:43 AM UTC,false,0.000000
